test_number,compressor_name,shuffle,level,trunc,bytes_read,compress_time,bytes_written,shape,chunk_shape,chunk_size,read_time,read_bps,compress_bps,storage_ratio
294,blosc-zlib,1,5,0,2147483648,18.372454182012007,368952492,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.102231353987008,235929363.3048942,116886052.71377112,5.8204882595019845
295,blosc-zlib,0,5,0,2147483648,20.41850600100588,448193683,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.305927338078618,230765142.4713776,105173397.50000358,4.791418820599486
296,blosc-zlib,1,7,0,2147483648,53.87616261607036,353020031,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.093825349933468,236147447.89613882,39859625.179753274,6.083177891965003
297,blosc-zlib,0,7,0,2147483648,53.04895062302239,412726238,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.290765852085315,231141725.25594288,40481171.1217531,5.20316725780831
298,blosc-zlib,1,9,0,2147483648,279.47625209891703,342530998,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.273384111002088,231574970.07507667,7683957.516504572,6.269457831667545
299,blosc-zlib,0,9,0,2147483648,581.4455197489588,391657722,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.088116568978876,212872604.44665632,3693353.1604597867,5.483062192758196
300,blosc-zstd,1,1,0,2147483648,7.362630810937844,334828214,"(1024, 1024, 1024)","(512, 256, 256)",64.0,14.331857059034519,149839873.4479611,291673411.73887485,6.413687850092585
301,blosc-zstd,0,1,0,2147483648,9.108603083062917,446244049,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.214114656089805,210246675.3415225,235764323.94920796,4.812352462318215
302,blosc-zstd,1,3,0,2147483648,9.532267851987854,335725700,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.133238337002695,235128392.44538444,225285701.2984759,6.396542320114308
303,blosc-zstd,0,3,0,2147483648,10.983663368038833,430167217,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.259886973071843,231912511.91779947,195516156.68128765,4.992206665530256
304,blosc-zstd,1,5,0,2147483648,18.235536039923318,318877111,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.055188159109093,237155055.23093218,117763669.97375254,6.734518013116344
305,blosc-zstd,0,5,0,2147483648,23.254615937010385,392456166,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.107675716048107,235788330.0803128,92346554.06981882,5.47190701547036
306,blosc-zstd,1,7,0,2147483648,31.65703213599045,303877811,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.255273372982629,232028116.45399797,67835912.05817917,7.0669314121128775
307,blosc-zstd,0,7,0,2147483648,57.386288802023046,348963609,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.334339048014954,230062743.27014992,37421546.03181613,6.153889954754566
308,blosc-zstd,1,9,0,2147483648,82.27732449106406,281821999,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.307978593977168,230714287.35231012,26100552.74990417,7.620000055425056
309,blosc-zstd,0,9,0,2147483648,156.79493525391445,302751882,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.409346941974945,228228766.69794264,13696128.924842853,7.093213207506998
310,blosc-blosclz,1,1,0,2147483648,16.026823812979273,1082116646,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.004897958948277,214643233.4254157,133993090.15058036,1.9845214062070717
311,blosc-blosclz,0,1,0,2147483648,30.7702915109694,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.27884486305993,231438684.41527253,69790812.58409387,0.9999995734544428
312,blosc-blosclz,1,3,0,2147483648,16.74118232598994,1081643570,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.642719198949635,222705193.80403835,128275506.84195867,1.9853893718427043
313,blosc-blosclz,0,3,0,2147483648,31.255648708087392,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.262707542977296,231841892.668646,68707057.34046528,0.9999995734544428
314,blosc-blosclz,1,5,0,2147483648,16.310612441971898,1081356761,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.015188719029538,238207287.1605034,131661742.04923825,1.9859159580359806
315,blosc-blosclz,0,5,0,2147483648,30.757495855912566,2147383097,"(1024, 1024, 1024)","(512, 256, 256)",64.0,8.977499717962928,239207320.0184163,69819846.78012028,1.0000468249005687
316,blosc-blosclz,1,7,0,2147483648,15.87813465401996,1081146210,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.195187871926464,233544292.7225461,135247854.6625947,1.986302711082898
317,blosc-blosclz,0,7,0,2147483648,31.848457803949714,1930184811,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.093985422048718,236143291.23437378,67428183.21751447,1.1125792907298968
318,blosc-blosclz,1,9,0,2147483648,11.41779951308854,690298500,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.623933202004991,223139916.17820108,188082094.58733973,3.1109493183021546
319,blosc-blosclz,0,9,0,2147483648,16.5798139750259,1042872074,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.07296499190852,236690392.82254207,129523989.30619758,2.0592014126557197
320,blosc-lz4,1,1,0,2147483648,11.195379714947194,738169819,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.547045520041138,224936986.3684013,191818741.54146358,2.9092000143126957
321,blosc-lz4,0,1,0,2147483648,19.43261481600348,1264781308,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.118154374067672,235517360.19161,110509247.89758441,1.6979090649242896
322,blosc-lz4,1,3,0,2147483648,11.518897673930041,730346128,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.215311643085442,233034294.57118025,186431350.35918042,2.9403642542485007
323,blosc-lz4,0,3,0,2147483648,21.027742787031457,1261803210,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.241049843025394,232385246.74994537,102126208.68296088,1.7019164565289067
324,blosc-lz4,1,5,0,2147483648,9.984784599975683,621004294,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.398739458993077,228486347.27768782,215075610.94560117,3.4580818019271216
325,blosc-lz4,0,5,0,2147483648,13.250343710067682,921169157,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.310506341978908,230651649.7730629,162070033.42625222,2.3312587397018114
326,blosc-lz4,1,7,0,2147483648,9.921281949034892,613542769,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.066049083019607,236870948.7821064,216452234.60350302,3.5001368388712932
327,blosc-lz4,0,7,0,2147483648,13.740972783998586,917910099,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.169726280029863,234192775.48958707,156283232.7636041,2.3395359200639976
328,blosc-lz4,1,9,0,2147483648,9.431885167956352,609169140,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.07275383907836,236695901.38666746,227683396.2414859,3.525266641051449
329,blosc-lz4,0,9,0,2147483648,14.07494686904829,916501800,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.09744347492233,236053530.19446316,152574902.62520665,2.3431308569170297
330,blosc-lz4hc,1,1,0,2147483648,12.193173670093529,619370027,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.532047071959823,225290919.33643478,176121796.18725365,3.4672062811977176
331,blosc-lz4hc,0,1,0,2147483648,16.134920501033776,895077412,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.282065095030703,231358391.2646431,133095396.89782849,2.3992155529895105
332,blosc-lz4hc,1,3,0,2147483648,12.46912814793177,567148163,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.309398169978522,230679106.08070537,172224041.85141036,3.7864596733252576
333,blosc-lz4hc,0,3,0,2147483648,16.885607107076794,802865633,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.267651250003837,231718219.65129632,127178349.84446517,2.6747734113062975
334,blosc-lz4hc,1,5,0,2147483648,15.398644614033401,492399393,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.556945094023831,224703985.09905314,139459264.22919795,4.361263800339413
335,blosc-lz4hc,0,5,0,2147483648,19.443667135899886,665345985,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.16901707102079,234210889.93140242,110446431.3748195,3.2276194587692597
336,blosc-lz4hc,1,7,0,2147483648,26.19456158298999,443151990,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.258602750021964,231944679.5570644,81982042.00502883,4.8459302822943435
337,blosc-lz4hc,0,7,0,2147483648,34.23203527298756,573928538,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.342479379964061,229862283.94632658,62733157.13993131,3.7417265492380865
338,blosc-lz4hc,1,9,0,2147483648,56.65765990805812,413828934,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.254756859969348,232041066.06935892,37902794.63509178,5.189302805008796
339,blosc-lz4hc,0,9,0,2147483648,84.76603899302427,518838598,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.409514032071456,228224713.90982586,25334245.57182299,4.139020605402222
340,blosc-zlib,1,1,0,2147483648,9.57002583600115,375218305,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.487970842048526,226337505.01032755,224396849.5802232,5.723291266400236
341,blosc-zlib,0,1,0,2147483648,11.629026101902127,502352371,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.26738784299232,231724805.77942502,184665820.60975355,4.274855205172307
342,blosc-zlib,1,3,0,2147483648,13.713412623037584,351683504,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.424501051893458,227861786.65326303,156597318.77332824,6.1062962111524
343,blosc-zlib,0,3,0,2147483648,15.931675257976167,434147700,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.242630942026153,232345493.5580531,134793335.49212697,4.946435620872804
344,blosc-zlib,1,5,0,2147483648,18.356425712932833,334258201,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.083314771065488,236420701.26653737,116988115.31086971,6.42462515975786
345,blosc-zlib,0,5,0,2147483648,18.976006915909238,406744869,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.222416601958685,232854764.72011805,113168363.47691134,5.279682207865786
346,blosc-zlib,1,7,0,2147483648,54.48079514596611,319288510,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.797881745034829,219178359.5559579,39417259.64620039,6.725840676195959
347,blosc-zlib,0,7,0,2147483648,53.33466081600636,375389843,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.432795556960627,227661421.7950832,40264316.20908546,5.720675953398132
348,blosc-zlib,1,9,0,2147483648,362.8831743749324,307142482,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.429480242077261,227741465.369137,5917837.473999858,6.991815765817768
349,blosc-zlib,0,9,0,2147483648,664.1370750750648,351966622,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.403279379941523,206423721.74879256,3233494.603139387,6.101384375021788
350,blosc-zstd,1,1,0,2147483648,7.550711118034087,321311686,"(1024, 1024, 1024)","(512, 256, 256)",64.0,13.821013620006852,155378158.72573718,284408132.48317224,6.683490646524446
351,blosc-zstd,0,1,0,2147483648,8.928331112023443,430338698,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.139979637926444,211783822.52049035,240524642.40579808,4.990217375245208
352,blosc-zstd,1,3,0,2147483648,8.597056836937554,321862261,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.703710882924497,221305403.04729205,249792887.11611882,6.672057921074506
353,blosc-zstd,0,3,0,2147483648,10.11435477505438,413845898,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.68104597099591,221823515.18976247,212320379.87202737,5.189090089760899
354,blosc-zstd,1,5,0,2147483648,18.19674218900036,304360870,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.018815280986018,214345068.53076264,118014731.74127397,7.055715302693148
355,blosc-zstd,0,5,0,2147483648,23.1553304719273,376234232,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.781221690005623,219551679.33615923,92742517.78023781,5.707836941323298
356,blosc-zstd,1,7,0,2147483648,31.481699696043506,290016457,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.285573193919845,231270983.83179656,68213713.64106771,7.40469582386492
357,blosc-zstd,0,7,0,2147483648,57.52639747899957,333780400,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.8459909230005,218107416.99785852,37330403.81650797,6.433821902064951
358,blosc-zstd,1,9,0,2147483648,75.46215597901028,268581865,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.76040444104001,220019944.96973705,28457756.343422264,7.995639050313393
359,blosc-zstd,0,9,0,2147483648,157.4925654019462,287920231,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.76007020007819,220027479.71861884,13635460.45820816,7.458606297103172
360,blosc-blosclz,1,1,0,2147483648,14.883749428903684,1079277991,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.186195279005915,210822941.16489547,144283781.3319853,1.989740980458852
361,blosc-blosclz,0,1,0,2147483648,30.829469869029708,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.636950301006436,222838510.20542538,69656846.42398904,0.9999995734544428
362,blosc-blosclz,1,3,0,2147483648,15.984887369093485,1078876380,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.65039861598052,222527973.5537439,134344621.7927143,1.9904816601879818
363,blosc-blosclz,0,3,0,2147483648,30.281215518945828,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.559574351995252,224642182.68795434,70918013.40195209,0.9999995734544428
364,blosc-blosclz,1,5,0,2147483648,16.164794794050977,1078667115,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.790645315893926,219340357.9347135,132849422.17703402,1.9908678202357175
365,blosc-blosclz,0,5,0,2147483648,31.32529666693881,2137238767,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.359879179042764,229434975.27279228,68554295.61714213,1.0047935126192664
366,blosc-blosclz,1,7,0,2147483648,16.173748488072306,1078555742,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.792282495065592,219303686.2531421,132775877.5019724,1.991073399709368
367,blosc-blosclz,0,7,0,2147483648,31.96038437099196,1897205856,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.725655102985911,220806066.5590221,67192046.97516434,1.1319191542702047
368,blosc-blosclz,1,9,0,2147483648,11.698919669026509,673003987,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.731830912991427,220665943.25362092,183562560.36919147,3.1908929062555464
369,blosc-blosclz,0,9,0,2147483648,16.190640934044495,1021811895,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.096578441909514,212694197.38137126,132637346.27604695,2.101642835152159
370,blosc-lz4,1,1,0,2147483648,11.588739358005114,724571277,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.333128591999412,230092581.15664196,185307787.29755363,2.9637990300849313
371,blosc-lz4,0,1,0,2147483648,18.790051877964288,1241154847,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.517856059013866,225626825.4830593,114288329.90708369,1.7302302393538491
372,blosc-lz4,1,3,0,2147483648,11.872263081022538,718351962,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.235237343003973,209812784.60219154,180882417.5596891,2.9894588747569957
373,blosc-lz4,0,3,0,2147483648,19.901611423003487,1238974309,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.49093583098147,226266796.68299115,107905013.43613857,1.7332753652763595
374,blosc-lz4,1,5,0,2147483648,9.865589959081262,605404023,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.715412729070522,221038849.08299214,217674123.58581194,3.5471909112173177
375,blosc-lz4,0,5,0,2147483648,13.734200836042874,906641525,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.725391476997174,220812051.9445722,156360291.6279137,2.368613822315275
376,blosc-lz4,1,7,0,2147483648,10.035080146975815,599415505,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.524404503055848,225471697.1870517,213997657.87094072,3.582629461678673
377,blosc-lz4,0,7,0,2147483648,13.708158478024416,904438765,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.724422075902112,220834064.09534964,156657340.33076993,2.3743825796763587
378,blosc-lz4,1,9,0,2147483648,10.179041560040787,596360534,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.403784755966626,228363760.30804393,210971105.21979195,3.6009821669386324
379,blosc-lz4,0,9,0,2147483648,13.546465803985484,903703758,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.760284087038599,220022658.03428835,158527226.1469255,2.3763137300132815
380,blosc-lz4hc,1,1,0,2147483648,11.559848699020222,605591946,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.527341527980752,225402190.28498948,185770913.09006616,3.546090172077685
381,blosc-lz4hc,0,1,0,2147483648,16.140910329064354,872946139,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.725621083984151,220806838.9109266,133046005.72206289,2.4600414069761984
382,blosc-lz4hc,1,3,0,2147483648,11.707119635073468,553894223,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.527973916963674,225387229.93107742,183433988.4565913,3.8770645347568466
383,blosc-lz4hc,0,3,0,2147483648,16.117522851913236,782581782,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.792635463993065,219295781.5999757,133239063.33069552,2.7441012522829213
384,blosc-lz4hc,1,5,0,2147483648,14.277052117045969,478277450,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.498951912042685,226075852.1450603,150415059.80327898,4.490037420748145
385,blosc-lz4hc,0,5,0,2147483648,19.89539858896751,647698930,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.39284102898091,228629830.03482112,107938709.4657572,3.315558430828348
386,blosc-lz4hc,1,7,0,2147483648,25.618506197002716,428247416,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.404470376903191,228347111.7389119,83825482.69934836,5.014586353044101
387,blosc-lz4hc,0,7,0,2147483648,33.89459268609062,557394332,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.730150367016904,220704055.6412677,63357706.28337618,3.8527188468073623
388,blosc-lz4hc,1,9,0,2147483648,58.02276767301373,398268479,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.88177712901961,217317555.33056188,37011051.59447246,5.392050240561468
389,blosc-lz4hc,0,9,0,2147483648,86.75059159996454,502978598,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.880106442025863,217354302.8712219,24754685.915028132,4.269532851972362
390,blosc-zlib,1,1,0,2147483648,9.152918094070628,360430200,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.697383672115393,221449797.24531686,234622841.14518255,5.958112411224143
391,blosc-zlib,0,1,0,2147483648,10.872332841041498,482316356,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.706080035073683,221251384.7237916,197518203.25933704,4.452437951326702
392,blosc-zlib,1,3,0,2147483648,13.094129508943297,337125956,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.590822912985459,223910259.57662323,164003544.22439978,6.36997421818212
393,blosc-zlib,0,3,0,2147483648,15.528077795985155,418176174,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.5059483560035,225909458.74892667,138296811.50588003,5.135356296028477
394,blosc-zlib,1,5,0,2147483648,17.545129947015084,319218382,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.62105691304896,223206625.57222643,122397705.48780386,6.727318253245203
395,blosc-zlib,0,5,0,2147483648,18.977306704968214,388506445,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.500860620988533,226030433.83837804,113160612.3769815,5.527536738804938
396,blosc-zlib,1,7,0,2147483648,52.5016219940735,304061421,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.613412894075736,223384106.31705898,40903186.729019776,7.062663987221187
397,blosc-zlib,0,7,0,2147483648,51.88403031695634,357733926,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.611416560015641,223430504.19162202,41390070.02503766,6.003019260745205
398,blosc-zlib,1,9,0,2147483648,366.88062843098305,292869075,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.596200309926644,223784787.58707944,5853357.963280912,7.332572235562939
399,blosc-zlib,0,9,0,2147483648,670.2115155459614,334487941,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.252718528965488,209455047.64741492,3204187.929016166,6.4202124644009215
400,blosc-zstd,1,1,0,2147483648,7.66689746605698,312805389,"(1024, 1024, 1024)","(512, 256, 256)",64.0,14.527904549031518,147817852.24099362,280098130.63333327,6.8652386548238145
401,blosc-zstd,0,1,0,2147483648,8.632990963058546,421356332,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.972805522964336,215333954.22732335,248753144.44197878,5.096597546800365
402,blosc-zstd,1,3,0,2147483648,8.433960504946299,312774694,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.479378325049765,226542667.0781943,254623393.92513832,6.8659123937948765
403,blosc-zstd,0,3,0,2147483648,10.048408849048428,403887560,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.452779249986634,227180133.08128786,213713800.88732794,5.3170334040493845
404,blosc-zstd,1,5,0,2147483648,17.86035076295957,294509343,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.944458200945519,215947777.60701105,120237484.49854906,7.291733518960042
405,blosc-zstd,0,5,0,2147483648,22.35507658601273,364937353,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.519382850034162,225590637.73680383,96062459.8952907,5.884526838226944
406,blosc-zstd,1,7,0,2147483648,31.162613018066622,279225454,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.45103585801553,227222040.0241837,68912181.61824201,7.69085918649809
407,blosc-zstd,0,7,0,2147483648,54.519445754936896,323349455,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.594111694023013,223833505.01723364,39389315.46833524,6.6413708598952175
408,blosc-zstd,1,9,0,2147483648,71.78928111493587,251496711,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.523782513919286,225486422.52816987,29913708.76888768,8.538814044371339
409,blosc-zstd,0,9,0,2147483648,161.36831626005005,277247348,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.921882928931154,216439123.84192383,13307963.40800423,7.745731973602142
410,blosc-blosclz,1,1,0,2147483648,16.23343277105596,1079112458,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.13994233799167,211784601.5705582,132287710.07872967,1.9900462014682812
411,blosc-blosclz,0,1,0,2147483648,30.476514957030304,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.78227332700044,219528076.57425043,70463556.97256716,0.9999995734544428
412,blosc-blosclz,1,3,0,2147483648,16.059205809026025,1078711442,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.56554127309937,224502052.38664818,133722904.70261075,1.990786010407406
413,blosc-blosclz,0,3,0,2147483648,30.594495580997318,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.481062464998104,226502425.85448778,70191830.49822313,0.9999995734544428
414,blosc-blosclz,1,5,0,2147483648,16.037953009014018,1078507225,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.463111212011427,226932094.5181561,133900108.49844877,1.991162968796987
415,blosc-blosclz,0,5,0,2147483648,31.99321388802491,2128990888,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.40556412609294,228320557.83261797,67123098.52695997,1.0086861621175713
416,blosc-blosclz,1,7,0,2147483648,15.591424276935868,1078397183,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.667660288978368,222130648.34810573,137734924.65192783,1.991366151408057
417,blosc-blosclz,0,7,0,2147483648,31.93008387798909,1872592008,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.279030530015007,208918889.94096264,67255809.79385906,1.1467974010492519
418,blosc-blosclz,1,9,0,2147483648,11.347788573009893,661589364,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.497558473958634,226109020.9539839,189242479.64115888,3.245946450856184
419,blosc-blosclz,0,9,0,2147483648,16.552264312049374,1005701000,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.006128993001767,214616826.29735622,129739569.61505982,2.135310244297261
420,blosc-lz4,1,1,0,2147483648,11.356416263966821,717116149,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.633937894017436,222908188.9072134,189098708.43796274,2.9946106373348456
421,blosc-lz4,0,1,0,2147483648,19.299637907999568,1224703429,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.253700513974763,232067554.4617973,111270670.37407385,1.753472389436741
422,blosc-lz4,1,3,0,2147483648,10.973097330075689,711813634,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.270215191994794,231654131.37921965,195704419.94659564,3.016918397491667
423,blosc-lz4,0,3,0,2147483648,19.488528167945333,1222708612,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.535236850962974,225215553.7996021,110192192.52956076,1.75633313360518
424,blosc-lz4,1,5,0,2147483648,10.028434642008506,596061821,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.514187437016517,225713826.03256905,214139466.89190364,3.6027867787224035
425,blosc-lz4,0,5,0,2147483648,13.836859342060052,896660008,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.533780774916522,225249950.5390403,155200222.45743805,2.3949809613902175
426,blosc-lz4,1,7,0,2147483648,9.401089449063875,591563007,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.64962724992074,222545761.8601422,228429232.5517484,3.6301858341185964
427,blosc-lz4,0,7,0,2147483648,13.842891991022043,894732318,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.616393277072348,223314873.4796533,155132587.1351719,2.4001409190184186
428,blosc-lz4,1,9,0,2147483648,9.485629554023035,589530538,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.516526291961782,225658352.86073777,226393370.70560715,3.6427012844583126
429,blosc-lz4,0,9,0,2147483648,14.450691579957493,894127652,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.80340212606825,219054938.31469193,148607672.9350774,2.4017640469976205
430,blosc-lz4hc,1,1,0,2147483648,11.344764641020447,597072374,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.574372807983309,224294968.56539616,189292921.97346428,3.5966890137844496
431,blosc-lz4hc,0,1,0,2147483648,16.412951283040456,858210256,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.180140901939012,210948322.6888312,130840798.2797707,2.502281501515871
432,blosc-lz4hc,1,3,0,2147483648,11.847643829067238,545835426,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.925777152995579,216354207.32288897,181258288.90393567,3.934306103466432
433,blosc-lz4hc,0,3,0,2147483648,16.178518799017183,767527925,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.809827969991602,218911448.25058928,132736727.92162257,2.7979224964355534
434,blosc-lz4hc,1,5,0,2147483648,14.147493156953715,469950325,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.3090505549917,230687720.01119664,151792520.7084817,4.569597112205423
435,blosc-lz4hc,0,5,0,2147483648,18.758742043050006,633181489,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.399764430010691,228461432.62311068,114479086.2346566,3.391576799554859
436,blosc-lz4hc,1,7,0,2147483648,25.3312263028929,419002935,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.403822439024225,228362845.20731878,84776142.39128846,5.125223402074737
437,blosc-lz4hc,0,7,0,2147483648,34.446611015941016,545361063,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.89369609602727,217055752.18368632,62342378.09363014,3.9377282202488297
438,blosc-lz4hc,1,9,0,2147483648,63.89450345502701,387512207,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.656141671002842,222395623.54898342,33609833.896143116,5.541718710296009
439,blosc-lz4hc,0,9,0,2147483648,86.61710203392431,492268335,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.040768695995212,213876418.53123555,24792836.490407173,4.3624249120147045
440,blosc-zlib,1,1,0,2147483648,9.327629199018702,350370385,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.800058498047292,219129676.46345133,230228239.371471,6.129181403274138
